order_status,country,customer_type,year_month,net_revenue
Cancelled,France,Repeat,2023-01-01,0.0
Cancelled,Australia,Repeat,2022-12-01,0.0
Cancelled,China,One-Time,2023-08-01,0.0
Cancelled,Brasil,One-Time,2021-10-01,0.0
Cancelled,China,One-Time,2023-07-01,0.0
Cancelled,Brasil,Repeat,2023-02-01,0.0
Cancelled,Germany,One-Time,2022-07-01,0.0
Cancelled,United States,One-Time,2022-08-01,0.0
Cancelled,United States,Repeat,2023-08-01,0.0
Cancelled,United States,One-Time,2021-12-01,0.0
Cancelled,China,Repeat,2022-12-01,0.0
Cancelled,France,Repeat,2021-07-01,0.0
Cancelled,United Kingdom,Repeat,2022-08-01,0.0
Cancelled,Germany,Repeat,2020-05-01,0.0
Cancelled,United States,One-Time,2022-12-01,0.0
Cancelled,China,Repeat,2023-12-01,0.0
Cancelled,Brasil,One-Time,2021-10-01,0.0
Cancelled,United Kingdom,One-Time,2023-12-01,0.0
Cancelled,China,Repeat,2023-10-01,0.0
Cancelled,Japan,Repeat,2022-09-01,0.0
Cancelled,Brasil,Repeat,2021-08-01,0.0
Cancelled,Brasil,Repeat,2021-12-01,0.0
Cancelled,Brasil,Repeat,2023-04-01,0.0
Cancelled,Japan,One-Time,2022-01-01,0.0
Cancelled,China,Repeat,2023-02-01,0.0
Cancelled,United States,One-Time,2021-09-01,0.0
Cancelled,Spain,One-Time,2022-11-01,0.0
Cancelled,Germany,Repeat,2023-11-01,0.0
Cancelled,United States,Repeat,2023-05-01,0.0
Cancelled,Brasil,Repeat,2023-06-01,0.0
Cancelled,United States,One-Time,2020-08-01,0.0
Cancelled,Brasil,One-Time,2023-03-01,0.0
Cancelled,United States,Repeat,2024-01-01,0.0
Cancelled,China,One-Time,2023-10-01,0.0
Cancelled,China,One-Time,2024-01-01,0.0
Cancelled,China,One-Time,2022-04-01,0.0
Cancelled,United Kingdom,One-Time,2022-04-01,0.0
Cancelled,China,Repeat,2021-10-01,0.0
Cancelled,France,One-Time,2023-11-01,0.0
Cancelled,United Kingdom,Repeat,2023-12-01,0.0
Cancelled,China,Repeat,2022-07-01,0.0
Cancelled,United States,Repeat,2021-11-01,0.0
Cancelled,France,Repeat,2023-03-01,0.0
Cancelled,United States,One-Time,2022-02-01,0.0
Cancelled,United Kingdom,Repeat,2022-04-01,0.0
Cancelled,France,Repeat,2024-01-01,0.0
Cancelled,France,Repeat,2022-09-01,0.0
Cancelled,Spain,One-Time,2023-12-01,0.0
Cancelled,Australia,Repeat,2019-06-01,0.0
Complete,China,Repeat,2023-10-01,29.0
Complete,Germany,One-Time,2020-03-01,29.0
Complete,United States,One-Time,2021-05-01,29.0
Complete,Japan,One-Time,2023-08-01,29.0
Complete,China,Repeat,2021-02-01,29.0
Complete,Brasil,One-Time,2023-07-01,29.0
Complete,South Korea,Repeat,2023-08-01,29.0
Complete,China,One-Time,2022-05-01,29.0
Complete,China,One-Time,2023-12-01,29.0
Complete,Spain,One-Time,2023-10-01,29.0
Complete,United Kingdom,Repeat,2021-08-01,29.0
Complete,China,One-Time,2023-11-01,29.0
Complete,United States,Repeat,2023-11-01,29.0
Complete,Brasil,Repeat,2021-03-01,29.0
Complete,United States,One-Time,2021-11-01,29.0
Complete,Brasil,Repeat,2022-07-01,29.0
Complete,China,One-Time,2023-06-01,29.0
Complete,Germany,One-Time,2022-07-01,29.0
Complete,France,Repeat,2021-11-01,29.0
Complete,France,Repeat,2021-09-01,29.0
Complete,United Kingdom,One-Time,2022-04-01,29.0
Complete,China,Repeat,2020-09-01,29.0
Complete,China,One-Time,2023-06-01,29.0
Complete,Spain,Repeat,2022-07-01,29.0
Complete,Brasil,One-Time,2019-12-01,29.0
Complete,Australia,One-Time,2023-07-01,29.0
Complete,United States,One-Time,2023-03-01,29.0
Complete,United Kingdom,Repeat,2022-11-01,29.0
Complete,China,One-Time,2023-03-01,29.0
Complete,Brasil,One-Time,2023-08-01,29.0
Complete,South Korea,One-Time,,29.0
Complete,Brasil,Repeat,2023-12-01,29.0
Complete,China,One-Time,,29.0
Complete,China,Repeat,2020-02-01,29.0
Complete,Brasil,Repeat,2020-05-01,29.0
Complete,Australia,Repeat,2021-05-01,29.0
Complete,Australia,Repeat,2022-08-01,29.0
Complete,China,Repeat,2020-07-01,29.0
Complete,United Kingdom,Repeat,2021-10-01,29.0
Complete,Japan,One-Time,2022-12-01,29.0
Complete,United States,One-Time,2022-02-01,29.0
Complete,China,Repeat,2022-05-01,29.0
Complete,United States,Repeat,2021-04-01,29.0
Complete,United States,One-Time,2023-12-01,29.0
Complete,Brasil,One-Time,2023-11-01,29.0
Complete,South Korea,Repeat,2022-05-01,29.0
Complete,China,One-Time,2023-11-01,29.0
Complete,China,One-Time,2020-02-01,29.0
Complete,China,One-Time,2023-03-01,29.0
Complete,China,Repeat,2023-11-01,29.0
Complete,South Korea,Repeat,,29.0
Complete,China,Repeat,2020-01-01,29.0
Complete,China,One-Time,2021-05-01,29.0
Complete,United Kingdom,Repeat,2022-11-01,29.0
Complete,United States,One-Time,2023-07-01,29.0
Complete,United States,Repeat,2022-03-01,29.0
Complete,China,Repeat,2020-12-01,29.0
Complete,United Kingdom,One-Time,2021-07-01,29.0
Complete,Japan,Repeat,2020-11-01,29.0
Complete,France,Repeat,2021-07-01,29.0
Complete,United States,Repeat,,29.0
Complete,Germany,Repeat,2023-05-01,29.0
Complete,United States,Repeat,2019-06-01,29.0
Complete,Spain,Repeat,2024-01-01,29.0
Complete,South Korea,One-Time,2023-07-01,29.0
Complete,United States,Repeat,2022-08-01,29.0
Complete,United States,Repeat,2023-03-01,29.0
Complete,China,Repeat,2023-08-01,29.0
Complete,France,Repeat,2023-03-01,29.0
Complete,China,One-Time,2023-11-01,29.0
Complete,United States,One-Time,2023-11-01,29.0
Complete,France,Repeat,2023-07-01,29.0
Complete,China,Repeat,2022-03-01,29.0
Complete,Brasil,Repeat,,29.0
Complete,Germany,Repeat,2023-09-01,29.0
Complete,China,One-Time,2023-10-01,29.0
Complete,United Kingdom,Repeat,2020-01-01,29.0
Complete,China,Repeat,2022-09-01,29.0
Complete,Japan,Repeat,2024-01-01,29.0
Complete,United States,Repeat,2023-05-01,29.0
Complete,Brasil,Repeat,2023-06-01,29.0
Complete,United States,Repeat,2023-11-01,29.0
Complete,United States,Repeat,2023-10-01,29.0
Complete,Spain,Repeat,2023-11-01,29.0
Complete,United States,One-Time,2022-05-01,29.0
Complete,United States,One-Time,2023-07-01,29.0
Complete,Brasil,One-Time,2022-04-01,29.0
Complete,United States,One-Time,2022-02-01,29.0
Complete,China,One-Time,2023-02-01,29.0
Complete,Brasil,Repeat,2024-01-01,29.0
Complete,China,Repeat,2020-08-01,29.0
Complete,China,One-Time,2023-09-01,29.0
Complete,Brasil,Repeat,2023-06-01,29.0
Complete,China,Repeat,,29.0
Complete,China,Repeat,2023-06-01,29.0
Complete,Brasil,Repeat,2022-10-01,29.0
Complete,Spain,Repeat,2023-12-01,29.0
Complete,China,Repeat,2023-11-01,29.0
Complete,Brasil,One-Time,2020-03-01,29.0
Complete,China,One-Time,2023-04-01,29.0
Complete,Brasil,One-Time,2022-10-01,29.0
Complete,France,One-Time,2022-01-01,29.0
Complete,United States,One-Time,2023-02-01,29.0
Complete,France,One-Time,2023-04-01,29.0
Complete,United States,Repeat,2020-04-01,29.0
Complete,Australia,One-Time,2020-06-01,29.0
Complete,United States,Repeat,2022-12-01,29.0
Complete,Brasil,One-Time,2023-08-01,29.0
Complete,Brasil,Repeat,2022-03-01,29.0
Complete,United States,Repeat,2023-09-01,29.0
Complete,United States,Repeat,2022-08-01,29.0
Complete,Brasil,One-Time,2023-07-01,29.0
Complete,Brasil,Repeat,2022-05-01,29.0
Complete,Brasil,One-Time,2021-07-01,29.0
Processing,Brasil,Repeat,2023-09-01,29.0
Processing,United States,One-Time,2023-12-01,29.0
Processing,France,One-Time,2022-05-01,29.0
Processing,China,One-Time,2019-07-01,29.0
Processing,South Korea,One-Time,2021-05-01,29.0
Processing,China,Repeat,2023-04-01,29.0
Processing,United States,Repeat,2023-12-01,29.0
Processing,China,One-Time,2022-03-01,29.0
Processing,China,One-Time,2023-07-01,29.0
Processing,South Korea,One-Time,2022-11-01,29.0
Processing,China,One-Time,2021-04-01,29.0
Processing,United States,Repeat,2021-11-01,29.0
Processing,United States,Repeat,2022-04-01,29.0
Processing,Spain,One-Time,2020-12-01,29.0
Processing,China,Repeat,,29.0
Processing,United States,One-Time,2023-10-01,29.0
Processing,China,Repeat,2023-06-01,29.0
Processing,China,Repeat,2022-09-01,29.0
Processing,Japan,Repeat,2023-01-01,29.0
Processing,France,Repeat,2024-01-01,29.0
Processing,Spain,Repeat,2023-01-01,29.0
Processing,Brasil,One-Time,2022-12-01,29.0
Processing,Germany,Repeat,2024-01-01,29.0
Processing,China,Repeat,2022-06-01,29.0
Processing,United States,Repeat,2023-08-01,29.0
Processing,China,One-Time,2023-05-01,29.0
Processing,China,Repeat,2023-12-01,29.0
Processing,Brasil,Repeat,2023-10-01,29.0
Processing,China,Repeat,2023-07-01,29.0
Processing,United Kingdom,Repeat,2023-10-01,29.0
Processing,France,Repeat,2023-12-01,29.0
Processing,United States,Repeat,,29.0
Processing,Brasil,One-Time,2020-09-01,29.0
Processing,China,One-Time,2020-04-01,29.0
Processing,Brasil,Repeat,2022-12-01,29.0
Processing,China,One-Time,2022-04-01,29.0
Processing,China,One-Time,2021-12-01,29.0
Processing,United States,Repeat,2023-12-01,29.0
Processing,Brasil,One-Time,2023-09-01,29.0
Processing,United States,Repeat,2021-10-01,29.0
Processing,Brasil,Repeat,2022-10-01,29.0
Processing,United Kingdom,Repeat,2023-11-01,29.0
Processing,United States,Repeat,2023-11-01,29.0
Processing,Brasil,One-Time,2023-10-01,29.0
Processing,China,Repeat,2023-05-01,29.0
Processing,China,One-Time,2024-01-01,29.0
Processing,Belgium,One-Time,2023-12-01,29.0
Processing,China,One-Time,2020-07-01,29.0
Processing,United States,One-Time,2021-01-01,29.0
Processing,Spain,Repeat,2023-07-01,29.0
Processing,Brasil,Repeat,2023-06-01,29.0
Processing,China,Repeat,2020-01-01,29.0
Processing,Brasil,Repeat,2020-02-01,29.0
Processing,China,Repeat,2023-09-01,29.0
Processing,United States,One-Time,2023-09-01,29.0
Processing,United States,One-Time,2020-12-01,29.0
Processing,China,One-Time,2023-06-01,29.0
Processing,China,Repeat,2023-11-01,29.0
Processing,Spain,Repeat,2022-12-01,29.0
Processing,United States,One-Time,2023-12-01,29.0
Processing,United States,Repeat,2023-08-01,29.0
Processing,China,Repeat,2021-02-01,29.0
Processing,Brasil,One-Time,2022-01-01,29.0
Processing,Germany,Repeat,2022-04-01,29.0
Processing,China,Repeat,2021-01-01,29.0
Processing,United States,One-Time,2022-06-01,29.0
Processing,Germany,One-Time,2023-12-01,29.0
Processing,China,Repeat,2021-11-01,29.0
Processing,China,One-Time,2023-08-01,29.0
Processing,China,One-Time,2022-09-01,29.0
Processing,South Korea,Repeat,2023-01-01,29.0
Processing,China,One-Time,2022-09-01,29.0
Processing,Japan,Repeat,2021-04-01,29.0
Processing,Spain,One-Time,2022-05-01,29.0
Processing,Brasil,One-Time,2023-10-01,29.0
Processing,United States,Repeat,2021-06-01,29.0
Processing,United States,One-Time,2023-08-01,29.0
Processing,China,One-Time,2023-07-01,29.0
Processing,China,Repeat,2023-08-01,29.0
Processing,United States,Repeat,2023-01-01,29.0
Processing,China,Repeat,2020-09-01,29.0
Processing,Spain,Repeat,2022-09-01,29.0
Processing,Germany,One-Time,2023-12-01,29.0
Processing,Japan,Repeat,2023-06-01,29.0
Processing,Spain,Repeat,2023-03-01,29.0
Processing,China,One-Time,2023-03-01,29.0
Processing,China,One-Time,2020-04-01,29.0
Processing,United States,One-Time,2021-09-01,29.0
Processing,China,One-Time,2022-10-01,29.0
Processing,China,Repeat,2024-01-01,29.0
Processing,China,Repeat,2023-02-01,29.0
Processing,South Korea,One-Time,2020-08-01,29.0
Processing,China,Repeat,2023-02-01,29.0
Processing,Brasil,One-Time,2023-12-01,29.0
Processing,Brasil,Repeat,2021-04-01,29.0
Returned,China,One-Time,2023-09-01,0.0
Returned,France,Repeat,2023-04-01,0.0
Returned,United States,Repeat,2023-12-01,0.0
Returned,Brasil,One-Time,2023-06-01,0.0
Returned,Brasil,Repeat,2019-06-01,0.0
Returned,Germany,Repeat,2021-05-01,0.0
Returned,China,One-Time,2023-07-01,0.0
Returned,China,One-Time,,0.0
Returned,China,One-Time,2023-08-01,0.0
Returned,Spain,Repeat,,0.0
Returned,Brasil,Repeat,2022-06-01,0.0
Returned,Brasil,Repeat,2023-10-01,0.0
Returned,United States,Repeat,2023-12-01,0.0
Returned,China,Repeat,2023-02-01,0.0
Returned,China,One-Time,2021-05-01,0.0
Returned,United States,Repeat,,0.0
Returned,France,Repeat,2023-09-01,0.0
Returned,Brasil,Repeat,2023-10-01,0.0
Returned,China,Repeat,2022-12-01,0.0
Returned,China,Repeat,2020-08-01,0.0
Returned,China,One-Time,2020-08-01,0.0
Returned,United Kingdom,Repeat,2021-12-01,0.0
Returned,Japan,One-Time,2023-06-01,0.0
Returned,China,One-Time,2022-10-01,0.0
Returned,Spain,One-Time,2023-08-01,0.0
Returned,Spain,Repeat,2023-05-01,0.0
Returned,Brasil,One-Time,2020-09-01,0.0
Returned,Germany,Repeat,2020-10-01,0.0
Returned,United States,One-Time,2022-11-01,0.0
Returned,Australia,Repeat,2022-06-01,0.0
Returned,China,Repeat,2023-12-01,0.0
Returned,United Kingdom,Repeat,2024-01-01,0.0
Returned,China,Repeat,2023-08-01,0.0
Returned,China,One-Time,2021-11-01,0.0
Returned,China,Repeat,2023-11-01,0.0
Returned,China,One-Time,2023-03-01,0.0
Returned,United States,Repeat,2023-10-01,0.0
Returned,United States,Repeat,2020-01-01,0.0
Returned,France,One-Time,,0.0
Returned,China,Repeat,2021-10-01,0.0
Returned,France,Repeat,2021-12-01,0.0
Returned,China,Repeat,2023-10-01,0.0
Returned,China,One-Time,2022-02-01,0.0
Returned,China,One-Time,2022-06-01,0.0
Returned,United States,Repeat,2023-12-01,0.0
Returned,France,One-Time,2023-07-01,0.0
Returned,Brasil,One-Time,2023-10-01,0.0
Returned,Brasil,Repeat,2023-12-01,0.0
Shipped,China,One-Time,2023-03-01,29.0
Shipped,South Korea,Repeat,2023-02-01,29.0
Shipped,China,Repeat,2022-04-01,29.0
Shipped,Brasil,One-Time,2022-11-01,29.0
Shipped,France,Repeat,2023-08-01,29.0
Shipped,South Korea,One-Time,2023-08-01,29.0
Shipped,Spain,One-Time,2020-07-01,29.0
Shipped,China,Repeat,2023-12-01,29.0
Shipped,China,Repeat,2022-02-01,29.0
Shipped,South Korea,One-Time,2023-03-01,29.0
Shipped,United States,One-Time,2020-12-01,29.0
Shipped,United States,One-Time,2021-07-01,29.0
Shipped,China,Repeat,2023-01-01,29.0
Shipped,United States,One-Time,2023-11-01,29.0
Shipped,Brasil,One-Time,2022-06-01,29.0
Shipped,China,Repeat,2021-10-01,29.0
Shipped,China,Repeat,2021-11-01,29.0
Shipped,China,Repeat,2023-10-01,29.0
Shipped,United States,One-Time,2023-01-01,29.0
Shipped,China,One-Time,2023-03-01,29.0
Shipped,China,One-Time,2023-08-01,29.0
Shipped,Australia,One-Time,2022-04-01,29.0
Shipped,United States,Repeat,2022-02-01,29.0
Shipped,China,One-Time,2021-12-01,29.0
Shipped,Australia,Repeat,2022-09-01,29.0
Shipped,China,Repeat,2023-10-01,29.0
Shipped,China,Repeat,2023-01-01,29.0
Shipped,United States,One-Time,2024-01-01,29.0
Shipped,China,Repeat,2022-08-01,29.0
Shipped,United States,Repeat,2023-05-01,29.0
Shipped,China,Repeat,2024-01-01,29.0
Shipped,South Korea,Repeat,2022-10-01,29.0
Shipped,Spain,Repeat,2022-08-01,29.0
Shipped,Spain,Repeat,2023-03-01,29.0
Shipped,Spain,One-Time,2022-02-01,29.0
Shipped,China,One-Time,2023-09-01,29.0
Shipped,United States,Repeat,2022-02-01,29.0
Shipped,United States,Repeat,2023-04-01,29.0
Shipped,Brasil,Repeat,,29.0
Shipped,United States,One-Time,2022-11-01,29.0
Shipped,China,One-Time,2023-09-01,29.0
Shipped,China,One-Time,2022-01-01,29.0
Shipped,China,One-Time,2022-12-01,29.0
Shipped,Brasil,One-Time,2022-11-01,29.0
Shipped,China,One-Time,2023-05-01,29.0
Shipped,United States,One-Time,2023-09-01,29.0
Shipped,United States,Repeat,2023-12-01,29.0
Shipped,Belgium,One-Time,2022-04-01,29.0
Shipped,Australia,Repeat,2023-04-01,29.0
Shipped,China,One-Time,2021-04-01,29.0
Shipped,China,Repeat,2020-10-01,29.0
Shipped,China,Repeat,2022-06-01,29.0
Shipped,France,Repeat,2023-09-01,29.0
Shipped,Belgium,Repeat,2022-10-01,29.0
Shipped,China,One-Time,2021-09-01,29.0
Shipped,China,Repeat,2023-02-01,29.0
Shipped,China,One-Time,2023-11-01,29.0
Shipped,Brasil,Repeat,2020-08-01,29.0
Shipped,United Kingdom,Repeat,2022-12-01,29.0
Shipped,Brasil,One-Time,2024-01-01,29.0
Shipped,Brasil,Repeat,2023-03-01,29.0
Shipped,China,Repeat,2023-10-01,29.0
Shipped,Brasil,Repeat,2023-03-01,29.0
Shipped,United States,Repeat,2023-11-01,29.0
Shipped,China,Repeat,2023-08-01,29.0
Shipped,Spain,One-Time,2019-07-01,29.0
Shipped,China,Repeat,2023-02-01,29.0
Shipped,United States,One-Time,2021-03-01,29.0
Shipped,Australia,One-Time,2023-10-01,29.0
Shipped,China,Repeat,2022-11-01,29.0
Shipped,Spain,One-Time,2023-11-01,29.0
Shipped,United States,Repeat,2022-06-01,29.0
Shipped,Brasil,One-Time,2023-09-01,29.0
Shipped,France,Repeat,2022-12-01,29.0
Shipped,Spain,Repeat,2023-12-01,29.0
Shipped,Belgium,One-Time,,29.0
Shipped,United States,One-Time,2023-01-01,29.0
Shipped,Australia,One-Time,2023-08-01,29.0
Shipped,Brasil,Repeat,2023-09-01,29.0
Shipped,Spain,One-Time,,29.0
Shipped,United States,One-Time,2023-10-01,29.0
Shipped,United Kingdom,Repeat,2023-06-01,29.0
Shipped,United Kingdom,Repeat,2023-06-01,29.0
Shipped,China,Repeat,2023-07-01,29.0
Shipped,South Korea,Repeat,2023-11-01,29.0
Shipped,Germany,One-Time,2023-07-01,29.0
Shipped,Germany,Repeat,2021-10-01,29.0
Shipped,United States,Repeat,2022-07-01,29.0
Shipped,China,Repeat,2022-04-01,29.0
Shipped,Spain,Repeat,2019-08-01,29.0
Shipped,China,One-Time,2022-06-01,29.0
Shipped,United States,One-Time,2023-04-01,29.0
Shipped,China,Repeat,2022-03-01,29.0
Shipped,Brasil,Repeat,2020-08-01,29.0
Shipped,Brasil,One-Time,2022-12-01,29.0
Shipped,Japan,One-Time,2021-04-01,29.0
Shipped,China,Repeat,2021-06-01,29.0
Shipped,Spain,One-Time,2024-01-01,29.0
Shipped,South Korea,Repeat,2021-09-01,29.0
Shipped,Brasil,Repeat,2023-01-01,29.0
Shipped,China,Repeat,2023-07-01,29.0
Shipped,Brasil,Repeat,2023-08-01,29.0
Shipped,China,One-Time,2023-05-01,29.0
Shipped,China,Repeat,2023-11-01,29.0
Shipped,Brasil,One-Time,2023-07-01,29.0
Shipped,Brasil,Repeat,2022-04-01,29.0
Shipped,China,One-Time,2023-10-01,29.0
Shipped,United Kingdom,Repeat,2021-01-01,29.0
Shipped,Brasil,One-Time,2021-10-01,29.0
Shipped,United States,Repeat,2023-12-01,29.0
Shipped,Japan,One-Time,2022-09-01,29.0
Shipped,Spain,One-Time,2023-09-01,29.0
Shipped,United Kingdom,Repeat,2023-12-01,29.0
Shipped,China,Repeat,2022-08-01,29.0
Shipped,United Kingdom,Repeat,2022-08-01,29.0
Shipped,China,Repeat,2022-02-01,29.0
Shipped,China,Repeat,2023-07-01,29.0
Shipped,France,Repeat,2024-01-01,29.0
Shipped,United States,Repeat,2023-09-01,29.0
Shipped,China,Repeat,2021-06-01,29.0
Shipped,United States,Repeat,2023-02-01,29.0
Shipped,France,One-Time,2023-11-01,29.0
Shipped,China,One-Time,2023-03-01,29.0
Shipped,South Korea,Repeat,,29.0
Shipped,United States,One-Time,2023-12-01,29.0
Shipped,China,One-Time,2021-08-01,29.0
Shipped,Belgium,One-Time,2023-05-01,29.0
Shipped,Germany,One-Time,2020-05-01,29.0
Complete,China,One-Time,2023-08-01,29.01
Processing,China,One-Time,2023-03-01,29.01
Shipped,United States,Repeat,2023-10-01,29.01
Shipped,Brasil,Repeat,2023-04-01,29.01
Shipped,Germany,Repeat,2022-08-01,29.01
Cancelled,China,Repeat,2023-11-01,0.0
Complete,China,Repeat,2021-08-01,29.06
Complete,United Kingdom,One-Time,2022-07-01,29.06
Returned,China,Repeat,2021-07-01,0.0
Shipped,United States,One-Time,2023-09-01,29.06
Complete,Spain,One-Time,2020-06-01,29.15
Processing,China,One-Time,2023-10-01,29.15
Shipped,United Kingdom,One-Time,2023-05-01,29.15
Shipped,China,One-Time,2023-12-01,29.15
Cancelled,Poland,Repeat,2020-07-01,0.0
Complete,France,One-Time,2023-12-01,29.18
Complete,China,Repeat,2022-04-01,29.18
Complete,United States,One-Time,2024-01-01,29.18
Processing,United States,Repeat,2023-10-01,29.18
Processing,China,Repeat,2023-08-01,29.18
Returned,France,Repeat,2020-11-01,0.0
Shipped,China,Repeat,2022-09-01,29.18
Shipped,China,Repeat,2020-07-01,29.18
Shipped,United States,Repeat,2020-06-01,29.18
Shipped,China,Repeat,2023-03-01,29.18
Complete,United States,Repeat,2023-05-01,29.2
Processing,United States,Repeat,2023-11-01,29.2
Shipped,United States,Repeat,2023-11-01,29.2
Processing,Brasil,Repeat,,29.21
Processing,Brasil,Repeat,2023-11-01,29.21
Processing,Spain,One-Time,2022-11-01,29.21
Returned,China,Repeat,2023-10-01,0.0
Returned,France,Repeat,2022-01-01,0.0
Shipped,United States,Repeat,2020-10-01,29.21
Cancelled,United Kingdom,One-Time,2022-11-01,0.0
Cancelled,China,One-Time,2022-12-01,0.0
Cancelled,Brasil,One-Time,2021-04-01,0.0
Cancelled,Brasil,Repeat,2023-09-01,0.0
Cancelled,South Korea,Repeat,2023-05-01,0.0
Complete,United States,Repeat,2022-03-01,29.25
Complete,United States,One-Time,2022-09-01,29.25
Processing,France,Repeat,2024-01-01,29.25
Processing,China,Repeat,2023-06-01,29.25
Returned,China,One-Time,2022-11-01,0.0
Returned,China,One-Time,2023-12-01,0.0
Returned,China,One-Time,2022-09-01,0.0
Shipped,China,Repeat,2019-09-01,29.25
Shipped,China,One-Time,2023-11-01,29.25
Shipped,United States,Repeat,2023-01-01,29.25
Shipped,United States,Repeat,2023-09-01,29.25
Cancelled,China,Repeat,2023-12-01,0.0
Complete,United Kingdom,Repeat,2022-01-01,29.26
Processing,China,One-Time,2023-06-01,29.26
Processing,Germany,One-Time,2020-07-01,29.26
Cancelled,South Korea,Repeat,2021-06-01,0.0
Complete,France,One-Time,2023-12-01,29.27
Complete,China,Repeat,2021-11-01,29.27
Processing,Germany,One-Time,2022-10-01,29.27
Processing,Japan,Repeat,2022-06-01,29.27
Shipped,Germany,Repeat,2023-02-01,29.27
Cancelled,United States,Repeat,2023-08-01,0.0
Cancelled,China,One-Time,2022-01-01,0.0
Complete,United States,Repeat,2022-03-01,29.32
Complete,United States,Repeat,2023-05-01,29.32
Processing,South Korea,Repeat,2023-12-01,29.32
Returned,Germany,Repeat,2023-11-01,0.0
Shipped,United Kingdom,One-Time,2023-02-01,29.32
Complete,United States,One-Time,2023-12-01,29.4
Complete,Brasil,One-Time,2022-05-01,29.4
Processing,South Korea,One-Time,2022-09-01,29.4
Processing,China,Repeat,2022-05-01,29.4
Returned,France,One-Time,2020-12-01,0.0
Shipped,Brasil,One-Time,2021-01-01,29.4
Shipped,Brasil,One-Time,2019-10-01,29.4
Shipped,Brasil,One-Time,2023-09-01,29.4
Cancelled,United States,One-Time,2023-04-01,0.0
Cancelled,China,Repeat,2021-09-01,0.0
Cancelled,China,Repeat,2023-10-01,0.0
Cancelled,South Korea,Repeat,,0.0
Cancelled,Spain,Repeat,2022-06-01,0.0
Cancelled,United States,One-Time,2021-02-01,0.0
Cancelled,China,One-Time,2022-11-01,0.0
Cancelled,Spain,Repeat,2024-01-01,0.0
Cancelled,United States,Repeat,2022-04-01,0.0
Cancelled,China,One-Time,2022-04-01,0.0
Cancelled,United States,One-Time,2023-05-01,0.0
Cancelled,China,One-Time,2022-07-01,0.0
Cancelled,China,One-Time,2022-12-01,0.0
Cancelled,United Kingdom,Repeat,2024-01-01,0.0
Cancelled,China,Repeat,2021-05-01,0.0
Cancelled,Brasil,One-Time,2022-08-01,0.0
Cancelled,United Kingdom,Repeat,2024-01-01,0.0
Complete,South Korea,One-Time,2023-09-01,29.41
Complete,Germany,One-Time,2023-01-01,29.41
Complete,China,One-Time,2022-07-01,29.41
Complete,China,Repeat,2023-12-01,29.41
Complete,China,Repeat,2022-11-01,29.41
Complete,Spain,One-Time,2023-01-01,29.41
Complete,United States,One-Time,2022-08-01,29.41
Complete,Poland,Repeat,2021-08-01,29.41
Complete,China,One-Time,2024-01-01,29.41
Complete,Germany,Repeat,2021-09-01,29.41
Complete,China,One-Time,2023-11-01,29.41
Complete,China,Repeat,2024-01-01,29.41
Complete,China,Repeat,2023-05-01,29.41
Complete,Germany,One-Time,2023-12-01,29.41
Complete,France,One-Time,2023-12-01,29.41
Complete,Australia,Repeat,2021-11-01,29.41
Complete,South Korea,One-Time,2023-09-01,29.41
Complete,Germany,Repeat,2021-07-01,29.41
Complete,China,One-Time,2023-08-01,29.41
Complete,United Kingdom,Repeat,2022-05-01,29.41
Processing,Spain,Repeat,2020-04-01,29.41
Processing,South Korea,Repeat,2023-09-01,29.41
Processing,Spain,Repeat,2023-10-01,29.41
Processing,Germany,One-Time,2022-10-01,29.41
Processing,Spain,Repeat,2022-10-01,29.41
Processing,United States,Repeat,2022-02-01,29.41
Processing,Brasil,Repeat,2020-05-01,29.41
Processing,United States,Repeat,2021-03-01,29.41
Processing,China,One-Time,2023-06-01,29.41
Processing,China,Repeat,2021-12-01,29.41
Processing,United States,Repeat,2022-10-01,29.41
Processing,United States,One-Time,2023-07-01,29.41
Processing,Australia,One-Time,2023-11-01,29.41
Processing,Australia,One-Time,2022-11-01,29.41
Processing,South Korea,One-Time,2023-12-01,29.41
Returned,China,One-Time,2019-02-01,0.0
Returned,South Korea,One-Time,2021-04-01,0.0
Returned,Brasil,Repeat,2023-11-01,0.0
Returned,China,Repeat,2023-05-01,0.0
Returned,Brasil,Repeat,2021-10-01,0.0
Returned,China,Repeat,2022-03-01,0.0
Returned,United States,One-Time,2021-10-01,0.0
Returned,United States,Repeat,2023-09-01,0.0
Returned,China,Repeat,2020-09-01,0.0
Returned,Germany,Repeat,2023-05-01,0.0
Returned,United States,Repeat,2022-12-01,0.0
Returned,United States,Repeat,2023-09-01,0.0
Shipped,China,Repeat,2023-01-01,29.41
Shipped,Brasil,Repeat,,29.41
Shipped,Brasil,One-Time,2022-01-01,29.41
Shipped,South Korea,One-Time,2023-05-01,29.41
Shipped,Spain,One-Time,2023-12-01,29.41
Shipped,China,Repeat,2024-01-01,29.41
Shipped,China,One-Time,2022-07-01,29.41
Shipped,United Kingdom,Repeat,2022-10-01,29.41
Shipped,United States,Repeat,2023-07-01,29.41
Shipped,United States,One-Time,2020-04-01,29.41
Shipped,Spain,One-Time,2022-07-01,29.41
Shipped,China,One-Time,2022-03-01,29.41
Shipped,China,Repeat,2023-01-01,29.41
Shipped,China,One-Time,2023-11-01,29.41
Shipped,Brasil,Repeat,2023-10-01,29.41
Shipped,Brasil,Repeat,2023-12-01,29.41
